user_id,username,email,first_name,last_name,full_name,phone,date_of_birth,ssn,department,role,hire_date,salary,is_active,reports_to
USR-0163,amanda97,xjackson@example.com,Kenneth,Williams,Charles Garza,5726335821,1980-01-21,,Operations,Developer,2020-06-24,101850.96,True,USR-0125
USR-0164,craig53,taylormeghan@example.org,Kelly,Boyd,Christina Massey,001-463-796-1099x2987,1994-11-03,,Marketing,Executive,2024-06-19,98607.17,True,USR-0112
USR-0165,jack25,davidgutierrez@example.com,Martha,Frost,Carrie Robinson,583.556.0538,1987-01-24,333-78-2651,Finance,Manager,2020-06-01,102408.07,True,USR-0143
USR-0166,raymondmassey,kevinreyes@example.net,James,Gutierrez,Felicia Garrett,257.847.6298,1969-08-22,,Engineering,Director,2023-11-10,140433.93,True,USR-0067
USR-0167,tracy60,brandon48@example.net,Cassandra,Lewis,Steven Fernandez,942.353.0472,1966-04-29,876-25-1421,Sales,Specialist,2023-01-30,144989.93,False,USR-0147
USR-0168,cody85,duncanrebecca@example.org,Elizabeth,Acevedo,Christian Santos,987.973.5665,1961-07-22,378-57-6804,Sales,Analyst,2021-03-02,122675.59,True,USR-0099
USR-0169,qorr,vkennedy@example.net,Cheryl,Nguyen,Brian Ball,(495)514-8174x4504,1975-04-22,,Sales,Executive,2020-08-05,88998.27,True,USR-0049
USR-0170,whitelisa,courtney96@example.com,Daniel,Lawrence,Amber Hammond,001-402-500-1196x745,1969-02-19,,Engineering,Specialist,2024-10-30,69973.41,True,USR-0061
USR-0171,brett85,cody01@example.com,Bryan,Neal,Michael Porter,508.449.8893x000,1962-11-09,,Operations,Specialist,2022-04-25,158088.27,False,USR-0035
USR-0172,bmayer,omiller@example.net,Tammy,Cooper,Nathan Santos,706.692.4185,1987-11-02,,HR,Analyst,2021-02-14,112179.37,True,USR-0089
USR-0173,mitchelllindsey,lynchnicole@example.com,Andrea,Davis,Dustin Ross,914-370-3244x4388,1993-10-07,,Marketing,Director,2023-08-31,189607.16,True,USR-0030
USR-0174,darren34,trevoranderson@example.org,Natalie,Scott,Molly Herrera,747.998.1763,1996-05-20,,Finance,Analyst,2023-10-22,174666.87,True,USR-0013
USR-0175,wwilliamson,angela05@example.com,Toni,Chandler,Debbie Rhodes,+1-919-721-8336x2463,1974-01-27,,Finance,Analyst,2020-07-04,108550.56,False,USR-0060
USR-0176,david81,foleychristopher@example.net,Sandra,Guerra,Stephen Huber,(548)729-6064x30521,1993-05-04,,Finance,Developer,2024-02-09,187761.78,False,USR-0100
USR-0177,atkinsraymond,laurawelch@example.org,Shannon,Davis,Logan Ryan,+1-209-891-8943x2939,1994-12-27,,Engineering,Director,2023-04-01,155313.89,True,USR-0035
USR-0178,oaguilar,johnsonian@example.net,James,Baker,Mr. Aaron Harrell II,895.403.7356,1967-11-30,,Sales,Manager,2024-04-26,160834.1,True,USR-0167
USR-0179,norrisjennifer,lindseychristian@example.com,Thomas,Thomas,Sarah Barajas MD,(817)212-9548x70399,1994-09-30,,HR,Executive,2024-03-02,105305.6,True,USR-0161
USR-0180,kathymcclure,victor83@example.com,Larry,Quinn,Jennifer Smith,001-898-280-8408,1966-07-09,,HR,Analyst,2020-10-23,68567.99,True,USR-0145
USR-0181,robinpatton,dennis72@example.org,James,Alexander,Anthony White,942.208.5385,1995-01-20,,HR,Executive,2024-04-18,147301.89,False,USR-0163
USR-0182,ibrady,lewischristine@example.org,Deborah,Navarro,Kevin Foster,6903492770,1995-06-07,,Engineering,Executive,2021-09-25,59158.21,False,USR-0134
USR-0183,carolyndavis,hshaffer@example.net,Wesley,Walker,Yolanda Clark,(854)677-2098,1995-12-18,223-18-4779,Sales,Developer,2022-09-14,153950.39,True,USR-0002
USR-0184,caseykim,collierbrianna@example.net,Victoria,Nguyen,Richard Wiley,3393130186,1986-12-05,,Finance,Specialist,2021-12-24,62761.36,True,USR-0155
USR-0185,zlyons,debbie15@example.com,Shawn,Townsend,Lindsay Smith,605.512.0745,1999-05-14,,Finance,Developer,2022-12-11,68177.84,False,USR-0118
USR-0186,thorn,shawn92@example.com,Sherry,Strong,Michael Williams,307.589.0508x37147,1970-04-25,,Marketing,Director,2021-07-20,188297.45,False,USR-0054
USR-0187,clarketyrone,martin76@example.com,Diamond,Reed,Mitchell Larson MD,(924)811-7327,1997-10-07,,Operations,Manager,2022-03-23,90165.09,True,USR-0027
USR-0188,mthomas,ronaldrodriguez@example.com,Ernest,Adams,Janice Scott,001-908-840-5324x323,1999-05-17,,Engineering,Manager,2023-09-21,172208.78,True,USR-0145
USR-0189,adamsmichael,nblair@example.com,Frederick,Munoz,Joseph Everett,001-891-466-0147x89818,1990-08-21,,Sales,Analyst,2023-01-09,159727.75,False,USR-0063
USR-0190,ynorris,andrethomas@example.net,William,Clark,Scott Tran,7514531493,2001-04-27,,Operations,Executive,2023-03-20,163087.52,False,USR-0017
USR-0191,vparker,mark00@example.com,Jonathan,Rich,Alex Walton,(681)860-9624x11147,1990-04-23,,Finance,Analyst,2023-12-18,164210.5,True,USR-0069
USR-0192,gonzalezsarah,michaelpratt@example.net,Christopher,Vaughn,Rebecca Ball,7979030883,1964-11-18,,HR,Executive,2024-09-19,67289.29,True,USR-0103
USR-0193,allenmatthew,jillkim@example.com,James,French,Kayla Weaver,001-981-657-5981x1082,1978-09-17,,Operations,Analyst,2021-08-26,100908.45,True,USR-0135
USR-0194,yolandamcguire,thomasjordan@example.org,Raymond,Armstrong,Valerie Hill,2993342705,1972-01-20,,Operations,Director,2023-05-01,179108.17,True,USR-0186
USR-0195,douglassantana,hudsonalan@example.net,Elizabeth,Hill,Donald Chavez,(944)741-8252,1974-06-16,,Sales,Analyst,2024-07-10,106664.3,True,USR-0021
USR-0196,gwilson,martinezgabrielle@example.com,Michael,Tucker,Logan Contreras,+1-969-638-1735x5948,1992-01-31,,Engineering,Executive,2024-10-11,71289.86,True,USR-0178
USR-0197,kevinjones,newmananthony@example.com,Russell,Webb,Michael Brown,937.888.3955,1989-12-18,,Engineering,Director,2020-09-13,122689.18,True,USR-0133
USR-0198,andrew88,christophermartin@example.org,Ashley,Garcia,Margaret Lopez,(785)923-9264,1981-01-06,203-06-1351,HR,Manager,2021-12-04,91195.61,True,USR-0084
USR-0199,lconley,gmarshall@example.com,Ashley,Gordon,Belinda Thompson,(324)651-8051,1996-03-09,,Engineering,Analyst,2024-12-19,66934.14,True,USR-0018
USR-0200,burtonbrian,ericgreen@example.net,Sandra,Patrick,Justin Holmes,(433)724-6562x94824,1975-06-02,,Finance,Executive,2021-11-27,185613.02,True,USR-0047
USR-0201,robertryan,christopher69@example.net,Melissa,Thomas,Sharon Cantrell,539.500.3564,1990-08-29,,Engineering,Manager,2023-03-09,99262.22,True,USR-0069
USR-0202,dmitchell,michael42@example.org,Tammy,Taylor,Adam Newton,(604)302-1355x2101,1962-06-19,,Engineering,Analyst,2021-08-30,144098.02,True,USR-0076
USR-0203,laguirre,tracy92@example.org,Jonathan,Kennedy,John Walsh,+1-510-465-4483,1968-05-21,,Operations,Manager,2023-09-15,53435.6,False,USR-0024
USR-0204,amanda98,susanmelton@example.org,Sarah,Griffith,John Cannon Jr.,(585)793-9784,2000-10-24,,Marketing,Executive,2020-10-27,134705.54,True,USR-0131
USR-0205,barbara77,kphillips@example.net,Daniel,Maxwell,Matthew Matthews,856.393.3074,1978-06-13,,HR,Analyst,2020-03-03,161815.48,True,USR-0052
USR-0206,daviddougherty,richmondcarrie@example.com,Joan,Brady,Rachel Smith,+1-878-264-7414x11284,1982-10-14,,Sales,Developer,2023-02-07,106528.19,False,USR-0104
USR-0207,amandastark,stephenbrown@example.org,Sherry,Lewis,Kaitlyn Hayes,587-652-5576,1987-10-13,,Marketing,Manager,2023-08-05,162868.18,True,USR-0108
USR-0208,macdonaldbrian,whitedustin@example.com,Suzanne,Carroll,Daniel Steele,860-707-1226x61214,2002-02-16,,Operations,Executive,2020-09-13,70197.06,True,USR-0196
USR-0209,acrawford,brittanyerickson@example.com,Cheryl,Sanchez,Danielle Smith,001-743-815-2726x738,2003-01-26,,Marketing,Developer,2021-08-29,77396.35,True,USR-0039
USR-0210,graytabitha,bowmanjacob@example.net,William,Davis,Kyle Wong,+1-467-762-7591x47750,1983-03-02,615-74-5804,HR,Analyst,2021-02-17,114226.07,True,USR-0008
USR-0211,wallacecraig,heather90@example.com,Jennifer,Gutierrez,Kathryn Fernandez,+1-595-219-3768x4380,1991-10-21,,Marketing,Manager,2021-09-07,121240.59,True,USR-0005
USR-0212,hartmanjesus,malikcortez@example.org,Danielle,Gibbs,Debbie Wilson,(577)480-6517,1988-04-13,,Finance,Director,2022-01-04,125720.69,False,USR-0071
USR-0213,stokesjack,jonathan98@example.org,Marilyn,Hopkins,Craig Smith,001-594-772-2051x9311,1967-09-22,,Finance,Analyst,2024-04-28,149544.39,False,USR-0081
USR-0214,nbates,pwatson@example.com,Jonathan,Robinson,Paul Gibson,(722)746-8656,1978-06-24,,Sales,Analyst,2020-01-29,74096.14,True,USR-0134
USR-0215,flindsey,fprice@example.net,Holly,Roberts,Jack Lopez,911.246.9376,2002-10-18,,Operations,Developer,2022-12-07,181168.81,True,USR-0166
USR-0216,wilsondeborah,alexandriaaguilar@example.com,Kristen,Roberts,Charles Collier,(565)831-9370x004,1986-05-10,,Sales,Specialist,2023-03-02,122789.9,True,USR-0031
USR-0217,bensongary,ramirezdavid@example.com,Jeanne,Jackson,Donald Merritt,5505655890,1999-01-28,275-41-8969,HR,Manager,2024-08-31,146942.74,True,USR-0193
USR-0218,kfreeman,elizabeth00@example.org,Lisa,Hatfield,Jeffrey Robinson,434.267.0596x9800,1973-07-23,,Sales,Director,2021-11-08,148527.76,True,USR-0153
USR-0219,awiggins,david33@example.com,Karen,Blake,Michael Scott,429-221-7531,1996-06-06,,Sales,Analyst,2020-08-18,164491.53,True,USR-0019
USR-0220,nicolas49,fergusonveronica@example.net,Joshua,Johnson,Paul Estes,861-214-6210x3583,1978-08-02,,HR,Manager,2020-03-01,73649.49,True,USR-0148
USR-0221,lauren89,pclark@example.org,Heather,Stewart,Brandon Hall,5329310009,1973-02-06,,Operations,Director,2024-08-19,175838.94,True,USR-0058
USR-0222,justinsmith,aaron16@example.net,Jesse,Booth,James Whitaker,001-748-916-4959x447,1983-08-26,,Marketing,Manager,2021-05-17,158227.15,True,USR-0197
USR-0223,bbass,mdiaz@example.net,John,Bates,Charlotte Reyes,313-669-7488x81456,1968-09-22,,HR,Executive,2024-03-12,72117.2,True,USR-0064
USR-0224,mendozathomas,schmidtashley@example.com,Evelyn,Quinn,Teresa Goodwin,+1-717-506-7964x36446,2001-06-23,,Finance,Specialist,2023-03-07,183321.11,True,USR-0057
USR-0225,pageemily,robertsdavid@example.net,Amy,Walker,William Swanson,497-731-0600x9271,1968-02-05,,HR,Analyst,2021-04-15,174634.66,True,USR-0063
USR-0226,katelynjackson,karen71@example.com,Jessica,Doyle,Ashley Werner,765.538.3132x239,1975-03-05,,Marketing,Specialist,2020-09-24,143770.46,True,USR-0104
USR-0227,paul24,arnoldchristopher@example.com,Anthony,Petty,Sharon Phillips,3977538344,1970-11-01,,Operations,Analyst,2020-10-10,159919.67,True,USR-0189
USR-0228,fmorgan,jamesmichael@example.com,Natasha,Ford,Shannon Mora,001-945-876-0688x358,1996-10-20,,Finance,Specialist,2022-12-26,88573.73,True,USR-0123
USR-0229,douglas60,probinson@example.net,Maria,Arroyo,Adam Holmes,(803)826-9907,1974-07-13,,HR,Specialist,2022-04-14,84038.28,True,USR-0089
USR-0230,tmendoza,troberts@example.com,Kelly,Hebert,Yolanda Patton,(439)305-6248x33190,1966-10-22,449-71-0415,Marketing,Manager,2021-10-23,170697.17,False,USR-0095
USR-0231,psmith,emilyrangel@example.org,Robert,Rivera,Peter Carter,(713)299-2452x40339,1994-09-17,540-63-4340,HR,Manager,2023-09-10,107003.14,True,USR-0155
USR-0232,bryantkeith,vmiller@example.com,Kevin,Crane,Susan Collins,(385)244-6228,1963-06-08,,Sales,Executive,2020-06-14,157315.34,False,USR-0210
USR-0233,seanparks,tstevens@example.com,Ronnie,Gordon,Dawn Martinez,+1-803-923-2407,1967-04-07,,HR,Developer,2022-08-01,51216.52,False,USR-0168
USR-0234,martinezanthony,kevinmartinez@example.com,Judy,Mason,Alexander Harris,+1-613-224-9358x28064,1997-01-05,,Engineering,Director,2023-03-09,170644.93,True,USR-0025
USR-0235,rangelheidi,nelsondeanna@example.net,Brittany,Phillips,Shannon Barrett,373.315.0243,1960-12-15,,Sales,Director,2024-08-10,153435.45,True,USR-0186
USR-0236,newmandanielle,imcdowell@example.net,Marie,Paul,Elizabeth Young,001-761-517-9745x799,1977-08-27,,Sales,Executive,2022-12-08,74189.86,True,USR-0008
USR-0237,austinkim,qfitzpatrick@example.net,Victor,Fleming,Kathryn Smith,001-760-543-7856x1280,1992-05-08,,HR,Director,2022-04-25,163858.56,True,USR-0035
USR-0238,dnorris,brandigraham@example.com,Tracey,Murphy,Justin Garcia,+1-746-771-3803,1960-03-24,,Marketing,Specialist,2022-04-05,170905.61,True,USR-0021
USR-0239,felicia58,cferguson@example.net,Jennifer,Daniel,Sherry Schmidt,(306)704-4803x04925,1992-10-08,,Finance,Analyst,2021-10-05,136780.35,True,USR-0066
USR-0240,housecory,mclaughlinmartha@example.com,John,Scott,David George,+1-608-246-6243x69697,1997-11-21,,Engineering,Developer,2020-06-20,141723.22,True,USR-0133
USR-0241,hernandezmarco,maryadams@example.org,Jesus,Gibson,Ryan Hartman,388-339-4481x617,1969-07-29,008-77-9784,Operations,Director,2024-12-17,149817.04,False,USR-0168
USR-0242,pwilliams,thompsonsara@example.org,Carlos,Hernandez,Sandra Kline,(411)918-1229x801,1980-02-12,,Finance,Executive,2022-11-20,109395.03,True,USR-0144
USR-0243,tina16,amanda53@example.org,Mary,Contreras,Cory Johnson,915.485.7611x24180,1960-02-21,,Engineering,Executive,2023-01-27,138427.74,True,USR-0094
USR-0244,krystal29,wcruz@example.com,Shane,Leonard,Charles Walters,+1-755-447-3350,1966-09-27,,Sales,Director,2024-01-26,185768.63,True,USR-0155
USR-0245,xdavis,ybutler@example.com,Daniel,Martinez,Jessica Cooper,601.261.6211x213,1972-04-09,,Finance,Specialist,2020-02-04,120339.3,False,USR-0115
USR-0246,bjohnson,gutierrezarthur@example.net,Robert,Jones,Nancy Shah,001-919-668-0249x8383,1987-07-16,428-11-9165,Sales,Specialist,2024-01-26,55222.62,False,USR-0111
USR-0247,williamsethan,chelsey56@example.org,Amy,Wilkins,Amanda Bartlett,830.328.7673x0004,1995-12-21,,Engineering,Director,2021-04-03,194116.27,True,USR-0064
USR-0248,jeromeholt,kellyjefferson@example.org,Hannah,Waters,Nicole Turner,713.480.0624x519,1990-03-28,,HR,Developer,2020-11-14,99372.56,False,USR-0051
USR-0249,sandovalrebecca,holtthomas@example.net,Justin,Ellis,Mr. Anthony Garrison MD,(208)685-2033,1965-09-24,,Sales,Developer,2024-03-14,103331.86,False,USR-0030
USR-0250,scottbrian,steven04@example.com,Tyler,Foley,Ms. Lisa Figueroa DVM,(961)936-5482x8089,1976-08-25,,Marketing,Developer,2022-02-17,104204.37,True,USR-0064
