customer_id,company_name,contact_name,email,phone,address,city,state,zip_code,country,industry,company_size,created_date,status,lifetime_value,credit_limit,payment_terms,account_manager
1495,Phillips Inc,Jennifer Flowers,burnettaustin@hardy.org,+1-814-910-7178x789,360 Joshua Trail Suite 457,Donaldstad,IN,61585,GH,Government,1000+,2023-11-13,Churned,397022.07,718413.63,Net 15,Steven Sweeney
1496,"Johnston, Reed and Hayes",Donald Avery,martinerik@edwards.com,(492)900-9125x85340,953 Johnson Mews,Austinborough,VI,65260,IQ,Other,1000+,2024-09-18,Inactive,189767.39,902802.68,Net 30,Sandra Hawkins
1497,Patterson and Sons,Jamie Martinez,vjones@hendricks.com,+1-204-747-9405,9490 Juarez Gardens,Robertburgh,NH,01898,MV,Government,201-500,2020-08-22,Churned,491838.83,769640.16,Net 30,Ivan Brown
1498,"Garcia, Drake and Mcpherson",Heidi Alexander,murraywendy@smith-gilbert.net,679-575-3115x4516,982 Paul Turnpike,Rasmussenton,OR,60154,ID,Government,201-500,2020-11-22,Churned,47790.55,260668.3,Net 30,Kristen Perry
1499,Hammond Ltd,Wendy Henry,tracy19@lutz.com,7756578616,300 Sarah Expressway,South Kellyburgh,AK,55557,CF,Healthcare,1-50,2023-08-23,Prospect,255644.67,861114.43,Net 30,Luis Mason MD
1500,Vargas LLC,Misty Johnson,candiceharris@mcdaniel.org,+1-328-903-1512x2658,92578 Roger Mall Apt. 230,Hannahberg,MP,43403,CU,Healthcare,1000+,2023-08-15,Inactive,488729.83,794355.02,Net 60,Barry Davis
1501,"Rodriguez, Lopez and Winters",Karen Warren,,+1-801-722-1243,01074 White Way,Lake Michaelton,AZ,77713,TR,Technology,1000+,2020-09-05,Active,289854.97,262169.99,Net 30,Mark Murray
1502,Gordon-Dixon,Caleb Bonilla,hoodmelissa@johnson-graves.com,(725)201-1287,7039 Brianna Gateway,South Christinaville,LA,79819,GY,Other,1-50,2024-03-11,Prospect,367268.08,798943.86,Net 60,Valerie Burke
1503,Hill Inc,David Padilla,frenchlouis@brown-knight.net,748.535.9127,247 Michael Track Apt. 347,Alexandershire,PR,09679,RO,Education,501-1000,2024-09-06,Active,116778.33,647463.25,Net 30,Nicholas Lee
1504,"Bennett, Randall and Bridges",Dr. Maureen Rose,william11@watson.com,275.676.6271x061,30735 Anna Pines,Port Vincent,MD,82105,PT,Technology,1000+,2024-07-24,Active,250125.44,916685.26,Net 45,Nathan Galvan
1505,"Phelps, Cruz and Wilson",Lisa Brown,john75@brown-gonzales.net,444-843-9446,63951 Jennifer Forks Apt. 349,Stacymouth,PW,44695,EG,Finance,51-200,2024-11-17,Active,13028.9,302826.23,Net 30,Sarah Moore
1506,Ruiz-Gregory,Jacob Williamson,zwilson@johnson-miller.com,937-487-1879,90772 Spencer Causeway,New Daniellechester,HI,83521,LS,Manufacturing,501-1000,2020-03-21,Active,213849.18,363939.15,Net 60,Patricia Ortiz
1507,Estrada-Smith,Sharon Butler,,001-902-555-2889,840 Hopkins Greens Apt. 902,Lynnchester,TX,14151,SA,Education,51-200,2023-10-23,Prospect,217119.32,593793.89,Net 60,Mrs. Kathleen Schultz PhD
1508,Carroll Inc,Danny Pittman,wilsonbrittany@martinez-kirk.biz,670-648-5502x3137,56503 Garcia Street Apt. 074,New Edward,ND,19471,BG,Technology,501-1000,2020-09-11,Prospect,178990.99,263224.36,Net 60,Charles Petty
1509,Lozano and Sons,Scott Williams,kjennings@joseph-vasquez.info,886-997-2500,5879 Lawrence Drive,North Cynthia,CT,14931,AG,Finance,501-1000,2024-09-28,Prospect,474815.54,687999.69,Net 15,Johnny Gonzalez
1510,Rivera Group,Malik Garza,heatherortiz@rodriguez.net,988-337-6061,5075 Berry Ridge,Port Elizabethside,GA,55421,IQ,Finance,501-1000,2020-06-30,Prospect,274148.8,92135.04,Net 15,Tina Nelson
1511,"Nelson, Clark and Brown",Kelly Watts,brittney10@bryant.biz,(435)279-0381x8683,3865 Hall Alley,North Davidfurt,AS,78479,TV,Other,1-50,2021-07-09,Prospect,158357.72,779392.13,Net 60,Judy Taylor
1512,Armstrong-Wallace,Leslie Shelton,lisa77@becker.com,001-398-462-4531x157,2271 Richard Green Suite 665,Diazview,AZ,37654,XX,Healthcare,1000+,2021-07-24,Active,468091.4,449985.67,Net 30,Sandra Riley
1513,"Brown, Petersen and Adams",Cheryl Evans,esimpson@colon.com,398-376-4155x7213,683 Gary Union,New Shannon,NM,95514,EE,Technology,201-500,2021-07-09,Active,350617.2,496188.01,Net 60,Kathleen Ashley
1514,"Jones, Arroyo and Johnson",Crystal Russell,lori49@simpson.biz,774.647.3245x7195,472 Mcdaniel Canyon Suite 128,South Vincentfort,CO,50991,TV,Education,501-1000,2022-06-09,Active,344969.64,968879.12,Net 15,Cody Dougherty
1515,Aguilar and Sons,Carrie Snyder,collinsbrenda@lynn.com,812.400.7316x8080,39977 Steele Island Apt. 299,New Craig,NJ,92416,XX,Healthcare,501-1000,2022-11-24,Active,154626.93,231188.42,Net 60,Amber Shaw
1516,Pugh-Silva,Michelle Hunt,robert41@dillon.com,546.670.0616,81063 Atkinson Spur Suite 218,Benjaminberg,DC,52051,BI,Finance,1-50,2023-05-26,Inactive,73906.63,742952.83,Net 15,Angel Campbell
1517,Carr-Dudley,Lisa Campos DDS,loribrown@jones.com,3494357814,0153 Susan Pike Suite 928,Port Brenda,PA,16797,DE,Technology,1000+,2022-01-18,Prospect,319241.84,115264.83,Net 60,Becky Santana
1518,"Tran, Henry and Macdonald",Amy Simpson,,926.828.4323,356 Burch Ramp,Joshuaberg,LA,63576,EC,Finance,1-50,2021-03-06,Active,135073.91,949175.41,Net 45,Jeff Randolph
1519,Mason and Sons,Colleen Francis,cynthiawilliams@chambers.info,361-375-8344x17309,2412 Zavala Knolls,Woodberg,NY,91730,SE,Healthcare,1-50,2021-12-08,Active,85187.68,574716.42,Net 30,Philip Robinson
1520,Tate-Williamson,Alexander Mccormick,cherylrussell@ferguson-greer.com,(954)494-4442x973,323 Theresa Glen Apt. 375,Veronicamouth,SC,83417,GN,Manufacturing,501-1000,2024-03-10,Active,485578.36,659700.07,Net 60,Anna Costa
616,Good Inc,Terry Price,danielheath@king-hurley.org,(575)570-5717x1591,56255 David Isle,Danielton,VT,96229,HN,Healthcare,501-1000,2022-03-19,Active,189069.99,515094.07,Net 15,Steven Alexander
1522,"Taylor, Donovan and Reid",Andrew Cherry,iperez@horn.biz,001-806-686-8663x07099,99875 Castro Courts Apt. 995,North Taraberg,RI,69377,KP,Technology,201-500,2024-12-12,Inactive,163166.95,251239.39,Net 60,Kelly Lee
1523,Ochoa and Sons,Jeremy Lee,gobrien@foster.com,001-313-306-5332x396,4115 Virginia Lights Suite 465,East Christy,WI,49634,UG,Other,51-200,2024-01-07,Active,90346.9,557502.22,Net 15,Jessica Smith
1524,"Smith, Campbell and Smith",Jason Newton,michele39@harris.org,431.205.3888x931,428 John Manor Apt. 601,Lake Tarafort,FL,98293,TJ,Finance,501-1000,2021-10-04,Active,285247.92,254597.14,Net 60,Carolyn Martinez
1525,"Roth, Davis and Davis",Brett Melendez,yorkcarol@turner.com,001-609-777-6631x009,94223 Murphy Valley,East Thomas,KS,63624,MD,Manufacturing,501-1000,2021-07-09,Active,377423.62,52479.82,Net 45,Hannah Olson
766,Shepherd-Gonzalez,Vanessa Ellis,benjamin44@robertson-miller.com,001-293-960-1616x8763,2257 Gardner Pines,South Jason,DE,58686,AU,Government,501-1000,2020-11-13,Inactive,375561.21,136053.09,Net 60,Rachel Mendez
1527,"Garcia, Thomas and Morris",Joseph Thompson,sarahhall@moreno-taylor.com,(223)342-2641,423 Michael View Suite 577,Smithfurt,CT,83376,DZ,Manufacturing,501-1000,2021-04-15,Active,219207.06,40604.87,Net 15,Caleb Scott
1528,Thompson-Johnson,Zachary Herrera,helenbradley@thornton.org,(346)968-0268x74851,612 Vasquez Unions Suite 859,Grayport,WY,56577,TM,Technology,201-500,2021-05-04,Prospect,199667.33,469862.02,Net 45,Holly Byrd
1529,"Montes, White and Finley",Todd Wolfe,wmendez@holder-gardner.com,001-245-376-3447x820,6835 Tara Streets,East Toddview,HI,99182,BD,Manufacturing,501-1000,2022-06-12,Churned,196116.46,872447.46,Net 30,Jacob Blevins
1530,Moore-Rios,Veronica Pacheco,ytaylor@gibson-pierce.com,9209304330,012 Mary Fields,East Wayne,ME,08670,TN,Education,1000+,2022-11-18,Active,129538.5,275529.51,Net 45,Adam Solis
1531,Washington PLC,James Jones,justin80@price-stafford.biz,862-790-6516x512,3704 Kristen Circles Suite 152,New Shannon,AS,98927,SM,Education,51-200,2024-03-11,Inactive,177514.04,313284.16,Net 45,Pamela Smith
1532,"Peterson, Gaines and Brown",Christine Peterson,qross@robertson.com,(435)243-3606,6020 Johnson Gateway,Youngfurt,MT,70897,BD,Government,51-200,2022-01-21,Inactive,402110.99,691448.86,Net 30,Ruben Day
1533,Smith-Espinoza,Steven Schneider,williamsmatthew@stevenson.org,293-444-9916x159,826 Donald Islands Suite 574,New Rhondastad,SC,06198,SK,Education,51-200,2020-04-28,Churned,292965.77,181681.45,Net 45,Alexander Perry
1534,Smith-Brewer,Jamie Cherry,hknight@hickman.com,(634)652-8043x3264,164 Perry Court Suite 286,West Tiffanyville,MN,54592,PT,Education,51-200,2022-07-26,Churned,190624.32,397713.93,Net 45,Alicia Tucker
1535,"King, Davis and Valdez",Vanessa Johnson,caldwellvictoria@taylor.com,(902)298-2248x9714,5965 Tina Valley Apt. 021,Oliverchester,ME,85067,PA,Manufacturing,1000+,2020-01-22,Active,130005.17,966848.57,Net 60,Melissa Ortiz
1536,Miller LLC,Charles Graham,,(856)495-1251,61422 Porter Lights,Boydville,IL,55844,SM,Other,501-1000,2020-08-16,Prospect,258003.61,426288.26,Net 45,Stephanie Ryan
1537,"Hill, Gross and Hall",Joshua Williams,,3273291714,29058 Jones Flat,Schultzburgh,MS,83098,MC,Finance,501-1000,2021-10-15,Churned,196507.92,128250.33,Net 30,Daniel Watts
1538,"Scott, Johnson and Hunt",Caitlin Morgan,daniellawrence@stephens.com,(329)331-1423,7970 Savage Street Apt. 120,Guerreromouth,GU,30646,TV,Technology,1-50,2022-11-28,Prospect,58193.51,539870.41,Net 30,Emily Todd
1539,Conway LLC,Matthew Noble,amandahorton@nelson.org,248-276-4273,18870 Walsh Rapid,East Karen,FL,36108,BG,Retail,1-50,2020-09-04,Active,9878.77,344229.83,Net 45,Christopher Hicks
1540,Miller Group,Amanda Keith,sydneysexton@briggs.com,+1-207-772-1889x0665,5340 Lauren Mews Suite 161,Taylormouth,NV,42117,HT,Manufacturing,1000+,2024-10-25,Prospect,421180.16,160185.87,Net 45,Deanna Clark
1541,Hale Ltd,Anna Jones,hgarza@waters-lester.com,659.829.3004x49229,1661 Amanda Mountain Apt. 010,North Sarah,AS,62787,HT,Government,51-200,2023-10-08,Active,477464.29,100265.97,Net 45,Melissa Morales
1542,Barnett-Lang,Lisa Galloway,timothy90@baker.com,+1-465-917-6737,9063 Salazar Forges,East Kelseystad,CA,87357,BD,Government,51-200,2020-04-04,Inactive,232455.77,173986.13,Net 30,Valerie Rodriguez
1543,"Hensley, Rose and Terrell",Kelly Finley,robinsonchristopher@lee.net,6777109120,795 Perez Shoals,Marcomouth,VA,36624,XX,Manufacturing,501-1000,2023-04-29,Churned,225851.78,239858.92,Net 15,Ashley Butler
1544,Wilcox Ltd,Alexa Dillon,peterowens@mcpherson.com,815.318.0778x33682,464 Estes Mission Suite 310,East Victoriachester,OH,80334,MA,Government,1000+,2023-10-09,Churned,16398.16,767405.28,Net 30,Todd Wells
1545,Donovan-Hill,Amy Kidd,david16@harris-lynch.info,001-844-874-0158,272 Scott Vista Apt. 832,Anthonyberg,ID,04741,SK,Education,201-500,2024-12-18,Active,252020.91,619481.46,Net 60,Michelle Taylor
1546,"Carpenter, Lee and Alexander",Wendy Mcgrath,williamsmary@wright.com,+1-490-509-4017x74919,9511 Brittany Meadow,Johnsonburgh,FM,39313,VU,Government,51-200,2020-07-17,Churned,107529.8,321069.66,Net 60,Jason Roy
1547,Norton Ltd,Justin Chavez,ethomas@reese-price.org,407.921.7821,068 Herring Lock,Gregoryfort,IA,39959,MM,Government,1000+,2023-10-05,Churned,480524.26,689627.25,Net 30,Cheryl Hooper
1548,"Christian, Stevens and Davis",Daniel Roberts,lawrencereyes@flores-leon.com,431-532-8156x1368,290 Pollard Alley,Paulmouth,ME,04897,PW,Technology,501-1000,2021-02-18,Prospect,182962.68,30289.18,Net 60,Ricardo Spears
1549,Chang Inc,Lori Jacobs,harringtontony@ellison.com,327-571-1527x50736,40632 James Extensions,Lake Meganshire,AS,60323,TM,Manufacturing,201-500,2020-09-04,Inactive,138215.21,912482.66,Net 45,Rachel Lewis
1550,Perez-Fisher,Paul Greene,hellis@gonzales.org,481.862.6671x416,700 Lewis Estates Apt. 271,North Lisa,DE,81901,PA,Retail,1-50,2020-02-29,Churned,185463.06,763103.14,Net 15,Jennifer Hernandez
1551,Rodriguez Group,Ronald Stuart,angelagreen@freeman-perry.com,384.405.4851x206,737 Daniel Grove Suite 715,Port Sonya,NM,73215,BZ,Technology,201-500,2021-03-27,Active,265000.67,262593.88,Net 30,Linda Hall
1552,"Riggs, Cohen and Jones",Nathaniel Lane MD,rescobar@wilson.com,001-826-710-9128x2775,983 Patterson Road,Perezburgh,MT,99372,KP,Healthcare,51-200,2021-05-18,Churned,159241.18,525302.89,Net 30,Jason Cole
1553,Johnson LLC,Samantha Peterson,toddaustin@allen-johnson.info,662-876-6478,564 Jerome Station,South Richardton,VA,20617,VA,Healthcare,201-500,2024-03-21,Churned,471297.97,895972.78,Net 30,Eric Wilson
1554,"Kelly, Jenkins and Burke",Matthew Flynn,,2685106595,26237 Smith Street Suite 322,Smithburgh,NJ,73913,IS,Finance,1-50,2023-04-23,Active,138176.84,785312.15,Net 15,Tammy Campbell
1555,Bennett Ltd,Tiffany Cervantes,jennifer87@brown.info,+1-810-956-4006x7415,240 Miles Villages Apt. 550,Riverachester,KS,40631,TR,Healthcare,51-200,2023-03-14,Inactive,126595.04,18659.03,Net 30,Sharon Armstrong
1556,Torres Inc,Emily Charles,mathewskatie@diaz-garner.com,001-716-800-2226,926 Taylor Forks Suite 178,Port Kevinton,ND,80500,XX,Technology,501-1000,2023-04-24,Inactive,87665.63,474376.22,Net 30,Nicholas Mcintosh
1557,Garcia-Russell,Tyrone Summers,holtmelanie@meyers.net,657.641.2287x670,1869 Hopkins Forks Apt. 408,New Ruthberg,VT,96468,SK,Manufacturing,501-1000,2021-12-20,Inactive,230197.36,713107.09,Net 30,Michael Walters
1558,Campbell Group,Daniel Miller,acostasarah@hernandez.org,735-832-4126x66206,90288 Pope Cliff Apt. 112,North Michaelberg,WY,49761,BW,Government,51-200,2022-11-07,Active,147165.24,533604.12,Net 60,Robert Le
1559,Bird-Vazquez,Anna Nelson,collinsmichael@herrera.net,609.804.9526x05185,37281 David Fords Apt. 448,Bautistachester,NE,66587,AU,Government,1000+,2021-06-28,Churned,481241.93,943852.49,Net 45,Holly Mccall
1560,Campos-Rivers,Natalie Hammond,zmurphy@gates.info,4052628443,160 Thompson Spur,New Jennifer,VA,98588,DZ,Government,201-500,2023-09-09,Churned,87613.29,859347.57,Net 30,James Nguyen
1561,Smith Inc,David Walters,davidhernandez@harvey.net,001-560-607-7571x55562,4691 Davenport Motorway Suite 909,Davidside,MP,04294,TZ,Education,201-500,2022-08-30,Active,304175.9,418288.87,Net 60,Patricia Brown
1537,Smith-Lewis,Ryan Franco,jessicapeterson@brown.com,608.870.3302,6968 Dennis Manors Suite 108,New Donnaland,AL,62084,TD,Technology,51-200,2021-04-29,Churned,388660.67,752844.03,Net 60,Lisa Hamilton
1563,Thompson PLC,Brian Richard,mjohnson@harris-campbell.org,771-500-3570,494 Connie Haven,Brookschester,IL,53223,TH,Manufacturing,501-1000,2022-11-13,Inactive,75446.09,901498.54,Net 60,Marcus Barrera
1564,Hunter Ltd,Timothy Pearson,johnathancraig@aguirre.com,(841)865-0643x30540,48268 Stephen Junction Suite 393,North Bonnieberg,MH,89873,DE,Education,51-200,2022-05-15,Churned,69554.98,960022.18,Net 30,Angel Wells
1565,Richardson Ltd,Todd Allen,kleon@garcia.com,001-792-769-3609x97073,10398 Carrillo Pike,Leeport,CT,18943,GR,Manufacturing,201-500,2020-01-30,Active,178524.78,910298.11,Net 60,Kaitlyn Kelly
1566,Turner-Wright,Katherine Lawson,,322-456-3851x603,144 Joann Plains,West Martinview,AR,32593,CU,Other,1-50,2024-01-21,Churned,38539.05,338137.85,Net 45,Ashley Scott
1567,White-Cox,Shelby Porter,theresasmith@hill-lambert.com,+1-386-429-7832x84538,660 Horton Spurs,Lake Bethanyshire,PW,30009,LK,Healthcare,1000+,2023-08-07,Prospect,34644.05,514411.64,Net 45,Joann Jones
1568,Jones LLC,Kim Baker,,444.800.0543x122,232 Martin Roads Suite 503,West Timothy,SD,37202,VU,Other,201-500,2024-12-21,Prospect,146038.95,60407.19,Net 15,Michael Lopez
1569,Gonzalez-Kennedy,Patricia Moore,eblake@roberts-scott.com,745-546-2605,5885 Jessica Vista Apt. 347,Suttonview,KY,98143,VE,Technology,1000+,2024-11-28,Active,499329.04,161796.71,Net 60,Sean Peters
1570,Padilla Inc,Scott Hood,nancytrujillo@thomas.com,961-576-2519,029 Jeffery Court,South Mark,AS,19019,TD,Manufacturing,51-200,2024-04-04,Inactive,382243.84,204370.9,Net 60,Willie Leach
1571,Solis-Chang,Kimberly Valdez,ajones@scott-carter.com,380.708.6665,362 Nancy Garden,New Theresa,MS,36677,NP,Technology,51-200,2024-11-15,Inactive,212096.06,201727.61,Net 30,Keith Collins
1572,Dominguez-Winters,Briana Cox,brett32@ford-miller.com,+1-890-877-2692x52320,2507 Chad Trail,North Melissaport,AZ,62837,MM,Retail,1-50,2024-05-31,Active,85878.76,47086.38,Net 60,Bianca Mendoza
1573,"Edwards, Flores and Jensen",Kathleen Rich,qwagner@harris-brown.com,986.576.7703,672 James Mills Apt. 999,Gabriellestad,GU,04829,BT,Healthcare,501-1000,2021-08-01,Active,44584.92,465010.22,Net 45,George Fox
1574,Gonzalez PLC,Steven Stevenson,middletonjeffrey@graham.com,+1-653-764-4148x777,88368 Amber View Apt. 932,South Carmenport,LA,95474,SL,Manufacturing,1000+,2020-07-21,Prospect,317604.64,333267.74,Net 30,Henry Serrano
1575,Briggs Ltd,Vincent Sims,marc50@malone.com,+1-997-237-6027,21583 Clark Flat,New Madison,NC,96792,NP,Manufacturing,1000+,2023-12-17,Inactive,116968.45,32002.94,Net 60,Courtney Soto
1576,Carter Ltd,Kelly Allen,jillparks@randolph.com,2608947188,31914 Annette Mission Apt. 074,Mcbrideside,VA,51495,SZ,Government,1-50,2021-09-26,Prospect,401828.53,265065.85,Net 30,Jamie Price
1577,Brown Ltd,Michael Garcia,mbryant@harvey-ruiz.com,389-688-2391x62704,562 Joel Ford,North Richard,HI,76635,BE,Retail,501-1000,2020-04-18,Inactive,463395.56,700407.91,Net 45,Charles Wilkins
1578,May-Parrish,Lauren King,teresa30@evans-richardson.org,2035592057,263 Shelby Ford,South Williambury,SC,65641,BI,Manufacturing,1-50,2023-06-26,Inactive,85410.51,486361.93,Net 15,Brittany Obrien
1579,"Powell, Thomas and Sloan",Katherine Humphrey,richardgabriel@harrington.biz,5303899256,0215 Victoria Pass,Port Justinburgh,NH,54604,BN,Government,501-1000,2023-12-21,Inactive,210040.34,978575.03,Net 45,Kimberly Garcia
1580,"Giles, Lawrence and Sanchez",Timothy Scott,katherineharris@miller.com,(821)442-7656x5707,416 Michelle Centers,North Justin,CO,03492,MT,Other,501-1000,2021-01-08,Inactive,205632.26,850955.56,Net 45,Dennis Jones
1581,Adkins Group,Erica Dodson,adamvega@avila-schwartz.com,451-561-9465x370,832 Gavin Street Apt. 677,New Andreastad,IL,39580,CY,Education,1000+,2023-01-05,Churned,427333.3,109653.23,Net 15,Andrea Brown
1009,Patrick LLC,Sarah Gregory,brookssandra@davies-baker.org,+1-230-687-1301x618,21261 Brittany Square,South Hannahton,VT,18436,RS,Finance,51-200,2024-11-10,Active,6033.19,185797.34,Net 30,Jean Adams
1583,Dalton-Wheeler,Alexander Mitchell,daniellindsey@wheeler.net,955.674.9085,77155 Carter Ports Suite 432,Lake Jose,MO,77471,MV,Education,1000+,2021-12-24,Active,25012.77,893950.93,Net 45,Joseph Walters
1584,Knapp-Larson,Kevin Gonzalez,,+1-426-634-3092x6204,52173 Brent Shoals,Allenborough,UT,82460,EG,Technology,1000+,2022-06-03,Active,411607.74,200325.67,Net 30,Annette Keller
1585,Hawkins-Dougherty,Lisa Hendricks,osaunders@brown.info,001-328-218-8584x07343,734 Montgomery Throughway Suite 758,Brownmouth,VT,91328,ZA,Manufacturing,1000+,2022-06-10,Prospect,309640.37,530826.62,Net 45,Stacy Anderson
1586,"Fuller, Williams and Choi",Holly Alvarez,austinhodge@cortez.com,(288)390-8964x35382,6712 Glass Glen Apt. 153,New Danielfort,VA,07891,PA,Healthcare,1000+,2021-08-23,Active,250725.68,231553.99,Net 45,Jennifer Williams
1587,Brewer-Tate,Calvin Bernard,,870-499-6745x071,252 Lowe Spring,Marvinmouth,MA,58699,NE,Other,501-1000,2024-05-15,Prospect,476093.77,313334.77,Net 60,Christopher Farrell
1588,Johnson LLC,Frank Stewart,brandonbeck@olson.com,793.587.2707,9242 Angelica Glen,East Haley,ND,77794,AL,Manufacturing,201-500,2020-10-28,Inactive,124137.23,157233.71,Net 30,Amy Sanders
1589,Warren-Jones,Barbara Reynolds,,001-738-939-5434,84038 Webster Ways,Angelahaven,NH,01355,ID,Healthcare,1-50,2020-10-14,Churned,67424.32,725542.03,Net 45,Roberta Payne
1590,Robinson-Hall,Brian Rangel,gilberttamara@skinner.com,5595389833,873 Mark Pine Apt. 582,Ashleyhaven,CA,37611,SI,Other,501-1000,2024-07-24,Churned,65696.16,647867.91,Net 45,Tony Cook
1591,Peterson-Freeman,Casey Holder,stevenwilliams@allen-carter.com,487-604-2804x891,6337 Barton Ports Apt. 804,Muellerville,IA,01658,FJ,Technology,201-500,2023-11-10,Inactive,198443.17,351634.79,Net 15,Adam Nelson
1592,Willis Inc,Linda Mcdonald,,479-473-1080x27136,7841 John Crossroad Apt. 113,Jensenland,OH,53561,NR,Healthcare,501-1000,2020-04-03,Churned,330873.08,403514.74,Net 45,Alexis Norton
1593,Vazquez PLC,William Moore,christopher68@harmon-sosa.com,(536)698-1053x405,9230 Kayla Mountains Apt. 456,Charlesbury,OR,87834,AR,Government,201-500,2023-12-29,Inactive,8682.16,785374.61,Net 45,Caroline Gibson
1594,Castaneda-Combs,Monique Mendez,loganberry@miller.com,815.322.7372x2638,68138 Matthew Cove Suite 810,Ericmouth,AL,25140,KW,Healthcare,1-50,2023-11-10,Inactive,123811.57,607882.62,Net 45,Kimberly Richardson
1595,Jones Inc,Shelly Gilmore,thomas61@nixon-phillips.com,379-397-9843x15227,746 Peterson Canyon,Woodbury,AL,24028,TD,Technology,201-500,2020-01-22,Prospect,401103.27,379293.65,Net 15,Joshua Sullivan
1596,Pearson-Lopez,Chad Johnson,erik47@green.com,450.213.6724x50893,587 Thomas Port,East Patrick,ME,36773,HR,Retail,51-200,2023-03-11,Inactive,169596.37,662078.98,Net 45,Brett Martinez
1597,Rodgers and Sons,John Delgado,crystalvasquez@miles.net,001-562-408-9279x97934,074 Richard Road Apt. 175,North Stevenstad,KY,59671,MG,Retail,501-1000,2020-04-10,Active,230201.49,721916.14,Net 45,Billy Barnes
1598,"Trujillo, Richard and Robertson",Corey Patterson,caldwellchelsea@castro-wilson.com,6399081970,9544 Angelica Point Suite 037,North Sabrina,OK,27365,AR,Education,1-50,2022-08-11,Churned,296713.53,965434.89,Net 15,Kristi Smith
1599,"Evans, Anderson and Carrillo",Michael Barnes,burnettandrea@phelps.com,(921)856-3439,523 Matthew Haven,Parkerborough,VT,22913,KH,Retail,201-500,2023-01-11,Inactive,227389.31,307279.68,Net 15,Rhonda Gomez
1600,Mccormick PLC,Andre Kent,charles90@bowman-hill.com,429.379.2022,70322 Pope Springs,Lake Jo,AK,08089,ZW,Government,201-500,2022-12-29,Active,267717.7,50138.7,Net 60,Jay Hodges
156,Fischer PLC,Shawn Pacheco,qjuarez@simpson.com,(638)463-7736,8572 Zachary Shores,Port Jenniferbury,MO,79409,BT,Manufacturing,1000+,2023-09-25,Churned,13089.98,869860.47,Net 45,Elizabeth Wall
1602,"Lewis, Kerr and Chang",Jessica Andrade,millsashley@garcia.com,001-575-837-0041x023,641 Philip Rapids,South Thomas,AR,32477,TG,Retail,1000+,2021-12-24,Prospect,390939.03,856681.54,Net 60,Andrea Walker
1603,"Keller, Faulkner and Rios",Renee Reynolds,shannon68@harper.com,+1-601-601-8554x057,38171 Cabrera Orchard Suite 907,East Douglas,MN,27092,GW,Retail,1-50,2024-02-11,Churned,44440.06,650374.55,Net 60,Charles Johnson
1604,Malone-Morales,Rebecca Williams,,326.869.3185x852,3956 Bianca Springs,Campbellberg,KS,27219,ZA,Manufacturing,51-200,2022-06-26,Prospect,337546.38,421419.89,Net 60,Leslie Herring
1605,Lindsey and Sons,Randall Hampton,twalker@evans-clark.com,305-545-8960,2867 May Mews Suite 807,West Matthew,UT,98146,PK,Manufacturing,201-500,2021-01-21,Active,42731.76,164012.93,Net 15,Brian Hunt
1595,Ferrell-Morris,Jeffery Alvarez,jamesgreen@becker-tyler.com,(907)765-7966,343 Steele Mountain,Davenportfurt,WA,22570,HT,Manufacturing,51-200,2023-05-17,Active,383625.64,344154.54,Net 60,Laura Russell
1607,Griffin Group,Vincent Smith,susan97@ayala-olson.com,3493506925,5652 Spencer Point,Lake Jakeberg,KS,89790,SY,Finance,201-500,2020-02-03,Active,179853.88,394001.87,Net 30,Deborah Olson
1608,"Robinson, Gonzalez and Young",Nicholas Hernandez,qcastro@leonard.com,+1-314-413-5039x78514,19067 Hall Mall,Gregorybury,NH,84654,XX,Finance,1-50,2022-08-21,Inactive,77177.4,168736.43,Net 30,Julie Martinez
1609,Peterson-Navarro,Mary Woods,williamturner@stone.com,(321)824-0766x786,5338 Stephen Ford Apt. 074,Rossborough,CO,05743,PW,Technology,201-500,2023-10-10,Churned,397369.33,438077.54,Net 60,Matthew Wright
1610,"Ortiz, Miller and Mckee",John Farmer,kvelasquez@arnold.com,+1-793-752-5120x987,670 Justin Knoll Suite 012,New Stephenborough,KY,13574,CL,Finance,51-200,2023-05-02,Churned,280941.59,463274.65,Net 45,Jason Johnson
1611,Moreno Inc,Cory Goodwin,michellecole@johnson.com,686.638.4196x28419,6905 Riley Gateway Apt. 183,Timothyside,FM,45624,FJ,Other,51-200,2024-07-01,Active,287614.95,26950.12,Net 45,Chelsey Brooks
1612,"Adams, Franklin and Miller",Kristen Young,stevenjames@brewer.org,(873)879-9568x8085,16348 Tran Viaduct Suite 480,North Markville,SD,12665,SD,Education,501-1000,2022-06-03,Active,71369.41,105017.58,Net 15,Brenda Mcgee
1613,Leblanc-Martinez,Charles Wilkerson,amanda59@fields-ingram.net,4839526273,67062 Cuevas River Apt. 792,Bonillaville,RI,93185,SO,Education,1-50,2020-07-08,Active,394142.38,641699.49,Net 30,Erika Kim
1614,Cobb Ltd,Cynthia White,jillreynolds@livingston.com,001-401-497-3111x2027,3174 Christine Vista,New Ashley,TN,59512,HN,Finance,1-50,2021-11-26,Prospect,334087.71,998419.07,Net 45,Dr. Alexis Joseph
1615,"Foster, Flores and Kim",Richard Reyes,jtaylor@luna.biz,590.374.2663,80023 Brown Trail,Smithborough,CA,37964,BI,Government,1-50,2023-11-24,Prospect,42180.27,315301.28,Net 45,Melissa Wright
